team_name,team,mascot,league,resource,resource_path
UCF Knights,UCF,Knights,ncaaf,team://ncaa_football/ucf_knights,/ncaa_football/ucf_knights
UCLA Bruins,UCLA,Bruins,ncaaf,team://ncaa_football/ucla_bruins,/ncaa_football/ucla_bruins
UNC Pembroke,UNC Pembroke,,ncaaf,team://ncaa_football/unc_pembroke,/ncaa_football/unc_pembroke
Union KY Bulldogs,Union KY,Bulldogs,ncaaf,team://ncaa_football/union_ky_bulldogs,/ncaa_football/union_ky_bulldogs
Union NY Dutchmen,Union NY,Dutchmen,ncaaf,team://ncaa_football/union_ny_dutchmen,/ncaa_football/union_ny_dutchmen
University of Louisiana,University of Louisiana,,ncaaf, Lafayette Ragin' Cajuns,team://ncaa_football/university_of_louisiana_lafayette_ragin_cajuns
University of Louisiana-Monroe Warhawks,University of Louisiana-Monroe,Warhawks,ncaaf,team://ncaa_football/university_of_louisiana_monroe_warhawks,/ncaa_football/university_of_louisiana_monroe_warhawks
University of Tennessee-Martin Skyhawks,University of Tennessee-Martin,Skyhawks,ncaaf,team://ncaa_football/university_of_tennessee_martin_skyhawks,/ncaa_football/university_of_tennessee_martin_skyhawks
UNLV Runnin' Rebels,UNLV,Runnin' Rebels,ncaaf,team://ncaa_football/unlv_runnin_rebels,/ncaa_football/unlv_runnin_rebels
Upper Iowa Peacocks,Upper Iowa,Peacocks,ncaaf,team://ncaa_football/upper_iowa_peacocks,/ncaa_football/upper_iowa_peacocks
Urbana Blue Knights,Urbana,Blue Knights,ncaaf,team://ncaa_football/urbana_blue_knights,/ncaa_football/urbana_blue_knights
Ursinus Bears,Ursinus,Bears,ncaaf,team://ncaa_football/ursinus_bears,/ncaa_football/ursinus_bears
US Coast Guard Bears,US Coast Guard,Bears,ncaaf,team://ncaa_football/us_coast_guard_bears,/ncaa_football/us_coast_guard_bears
USC Trojans,USC,Trojans,ncaaf,team://ncaa_football/usc_trojans,/ncaa_football/usc_trojans
Utah St Aggies,Utah St,Aggies,ncaaf,team://ncaa_football/utah_st_aggies,/ncaa_football/utah_st_aggies
Utah Utes,Utah,Utes,ncaaf,team://ncaa_football/utah_utes,/ncaa_football/utah_utes
UTEP Miners,UTEP,Miners,ncaaf,team://ncaa_football/utep_miners,/ncaa_football/utep_miners
Utica Pioneers,Utica,Pioneers,ncaaf,team://ncaa_football/utica_pioneers,/ncaa_football/utica_pioneers
Valdosta St Blazers,Valdosta St,Blazers,ncaaf,team://ncaa_football/valdosta_st_blazers,/ncaa_football/valdosta_st_blazers
Valley City Vikings,Valley City,Vikings,ncaaf,team://ncaa_football/valley_city_vikings,/ncaa_football/valley_city_vikings
Valley Forge,Valley Forge,,ncaaf,team://ncaa_football/valley_forge,/ncaa_football/valley_forge
Valparaiso Crusaders,Valparaiso,Crusaders,ncaaf,team://ncaa_football/valparaiso_crusaders,/ncaa_football/valparaiso_crusaders
Vanderbilt Commodores,Vanderbilt,Commodores,ncaaf,team://ncaa_football/vanderbilt_commodores,/ncaa_football/vanderbilt_commodores
Villanova Wildcats,Villanova,Wildcats,ncaaf,team://ncaa_football/villanova_wildcats,/ncaa_football/villanova_wildcats
Virginia Cavaliers,Virginia,Cavaliers,ncaaf,team://ncaa_football/virginia_cavaliers,/ncaa_football/virginia_cavaliers
Virginia Military Institute Keydets,Virginia Military Institute,Keydets,ncaaf,team://ncaa_football/virginia_military_institute_keydets,/ncaa_football/virginia_military_institute_keydets
Virginia St Trojans,Virginia St,Trojans,ncaaf,team://ncaa_football/virginia_st_trojans,/ncaa_football/virginia_st_trojans
Virginias-Wise Highland Cavaliers,Virginias-Wise Highland,Cavaliers,ncaaf,team://ncaa_football/virginias_wise_highland_cavaliers,/ncaa_football/virginias_wise_highland_cavaliers
Virginia Tech Hokies,Virginia Tech,Hokies,ncaaf,team://ncaa_football/virginia_tech_hokies,/ncaa_football/virginia_tech_hokies
Virginia Union Panthers,Virginia Union,Panthers,ncaaf,team://ncaa_football/virginia_union_panthers,/ncaa_football/virginia_union_panthers
Wabash Little Giants,Wabash,Little Giants,ncaaf,team://ncaa_football/wabash_little_giants,/ncaa_football/wabash_little_giants
Wagner Seahawks,Wagner,Seahawks,ncaaf,team://ncaa_football/wagner_seahawks,/ncaa_football/wagner_seahawks
Wake Forest Demon Deacons,Wake Forest,Demon Deacons,ncaaf,team://ncaa_football/wake_forest_demon_deacons,/ncaa_football/wake_forest_demon_deacons
Waldorf Waldorf College,Waldorf Waldorf College,,ncaaf,team://ncaa_football/waldorf_waldorf_college,/ncaa_football/waldorf_waldorf_college
Walsh Cavaliers,Walsh,Cavaliers,ncaaf,team://ncaa_football/walsh_cavaliers,/ncaa_football/walsh_cavaliers
Wartburg Wartburg College,Wartburg Wartburg College,,ncaaf,team://ncaa_football/wartburg_wartburg_college,/ncaa_football/wartburg_wartburg_college
Washburn Washburn University,Washburn Washburn University,,ncaaf,team://ncaa_football/washburn_washburn_university,/ncaa_football/washburn_washburn_university
Washington Huskies,Washington,Huskies,ncaaf,team://ncaa_football/washington_huskies,/ncaa_football/washington_huskies
Washington & Jefferson College Presidents,Washington & Jefferson College,Presidents,ncaaf,team://ncaa_football/washington_jefferson_college_presidents,/ncaa_football/washington_jefferson_college_presidents
Washington & Lee University Generals,Washington & Lee University,Generals,ncaaf,team://ncaa_football/washington_lee_university_generals,/ncaa_football/washington_lee_university_generals
Washington MO Bears,Washington MO,Bears,ncaaf,team://ncaa_football/washington_mo_bears,/ncaa_football/washington_mo_bears
Washington St Cougars,Washington St,Cougars,ncaaf,team://ncaa_football/washington_st_cougars,/ncaa_football/washington_st_cougars
Waynesburg,Waynesburg,,ncaaf,team://ncaa_football/waynesburg,/ncaa_football/waynesburg
Wayne St MI Warriors,Wayne St MI,Warriors,ncaaf,team://ncaa_football/wayne_st_mi_warriors,/ncaa_football/wayne_st_mi_warriors
Wayne St NE Wildcats,Wayne St NE,Wildcats,ncaaf,team://ncaa_football/wayne_st_ne_wildcats,/ncaa_football/wayne_st_ne_wildcats
Webber International Warriors,Webber International,Warriors,ncaaf,team://ncaa_football/webber_international_warriors,/ncaa_football/webber_international_warriors
Weber St Wildcats,Weber St,Wildcats,ncaaf,team://ncaa_football/weber_st_wildcats,/ncaa_football/weber_st_wildcats
Wesleyan Cardinals,Wesleyan,Cardinals,ncaaf,team://ncaa_football/wesleyan_cardinals,/ncaa_football/wesleyan_cardinals
Wesley Wolverines,Wesley,Wolverines,ncaaf,team://ncaa_football/wesley_wolverines,/ncaa_football/wesley_wolverines
West,West,,ncaaf,team://ncaa_football/west,/ncaa_football/west
West Alabama Tigers,West Alabama,Tigers,ncaaf,team://ncaa_football/west_alabama_tigers,/ncaa_football/west_alabama_tigers
West Chester Golden Rams,West Chester,Golden Rams,ncaaf,team://ncaa_football/west_chester_golden_rams,/ncaa_football/west_chester_golden_rams
Western Carolina Catamounts,Western Carolina,Catamounts,ncaaf,team://ncaa_football/western_carolina_catamounts,/ncaa_football/western_carolina_catamounts
Western Connecticut Colonials,Western Connecticut,Colonials,ncaaf,team://ncaa_football/western_connecticut_colonials,/ncaa_football/western_connecticut_colonials
Western Illinois Leathernecks,Western Illinois,Leathernecks,ncaaf,team://ncaa_football/western_illinois_leathernecks,/ncaa_football/western_illinois_leathernecks
Western Kentucky University Hilltoppers,Western Kentucky University,Hilltoppers,ncaaf,team://ncaa_football/western_kentucky_university_hilltoppers,/ncaa_football/western_kentucky_university_hilltoppers
Western Michigan Broncos,Western Michigan,Broncos,ncaaf,team://ncaa_football/western_michigan_broncos,/ncaa_football/western_michigan_broncos
Western Oregon Wolves,Western Oregon,Wolves,ncaaf,team://ncaa_football/western_oregon_wolves,/ncaa_football/western_oregon_wolves
Western St CO Mountaineers,Western St CO,Mountaineers,ncaaf,team://ncaa_football/western_st_co_mountaineers,/ncaa_football/western_st_co_mountaineers
Western Wash Vikings,Western Wash,Vikings,ncaaf,team://ncaa_football/western_wash_vikings,/ncaa_football/western_wash_vikings
Westfield St,Westfield St,,ncaaf,team://ncaa_football/westfield_st,/ncaa_football/westfield_st
West Georgia Wolves,West Georgia,Wolves,ncaaf,team://ncaa_football/west_georgia_wolves,/ncaa_football/west_georgia_wolves
West Liberty St Hilltoppers,West Liberty St,Hilltoppers,ncaaf,team://ncaa_football/west_liberty_st_hilltoppers,/ncaa_football/west_liberty_st_hilltoppers
Westminster MO,Westminster MO,,ncaaf,team://ncaa_football/westminster_mo,/ncaa_football/westminster_mo
Westminster PA,Westminster PA,,ncaaf,team://ncaa_football/westminster_pa,/ncaa_football/westminster_pa
West New England Golden Bears,West New England,Golden Bears,ncaaf,team://ncaa_football/west_new_england_golden_bears,/ncaa_football/west_new_england_golden_bears
West New Mexico Mustangs,West New Mexico,Mustangs,ncaaf,team://ncaa_football/west_new_mexico_mustangs,/ncaa_football/west_new_mexico_mustangs
West Texas A&M Buffaloes,West Texas A&M,Buffaloes,ncaaf,team://ncaa_football/west_texas_am_buffaloes,/ncaa_football/west_texas_am_buffaloes
West Virginia Mountaineers,West Virginia,Mountaineers,ncaaf,team://ncaa_football/west_virginia_mountaineers,/ncaa_football/west_virginia_mountaineers
Wheaton,Wheaton,,ncaaf,team://ncaa_football/wheaton,/ncaa_football/wheaton
Whittier Poets,Whittier,Poets,ncaaf,team://ncaa_football/whittier_poets,/ncaa_football/whittier_poets
Whitworth Pirates,Whitworth,Pirates,ncaaf,team://ncaa_football/whitworth_pirates,/ncaa_football/whitworth_pirates
Widener Pride,Widener,Pride,ncaaf,team://ncaa_football/widener_pride,/ncaa_football/widener_pride
Wilkes Colonels,Wilkes,Colonels,ncaaf,team://ncaa_football/wilkes_colonels,/ncaa_football/wilkes_colonels
Willamette Bearcats,Willamette,Bearcats,ncaaf,team://ncaa_football/willamette_bearcats,/ncaa_football/willamette_bearcats
William Jewell,William Jewell,,ncaaf,team://ncaa_football/william_jewell,/ncaa_football/william_jewell
William & Mary,William & Mary,,ncaaf,team://ncaa_football/william_mary,/ncaa_football/william_mary
William & Mary Tribe,William & Mary,Tribe,ncaaf,team://ncaa_football/william_mary_tribe,/ncaa_football/william_mary_tribe
William Penn Statesmen,William Penn,Statesmen,ncaaf,team://ncaa_football/william_penn_statesmen,/ncaa_football/william_penn_statesmen
Williams Ephs,Williams,Ephs,ncaaf,team://ncaa_football/williams_ephs,/ncaa_football/williams_ephs
Willliam Paterson,Willliam Paterson,,ncaaf,team://ncaa_football/willliam_paterson,/ncaa_football/willliam_paterson
Wilmington OH Quakers,Wilmington OH,Quakers,ncaaf,team://ncaa_football/wilmington_oh_quakers,/ncaa_football/wilmington_oh_quakers
Wingate Bulldogs,Wingate,Bulldogs,ncaaf,team://ncaa_football/wingate_bulldogs,/ncaa_football/wingate_bulldogs
Winona St Warriors,Winona St,Warriors,ncaaf,team://ncaa_football/winona_st_warriors,/ncaa_football/winona_st_warriors
Winston Salem Rams,Winston Salem,Rams,ncaaf,team://ncaa_football/winston_salem_rams,/ncaa_football/winston_salem_rams
Wisconsin Badgers,Wisconsin,Badgers,ncaaf,team://ncaa_football/wisconsin_badgers,/ncaa_football/wisconsin_badgers
Wisconsin Eau Claire Blugolds,Wisconsin Eau Claire Blugolds,Blugolds,ncaaf,team://ncaa_football/wisconsin_eau_claire_blugolds,/ncaa_football/wisconsin_eau_claire_blugolds
Wisconsin Lacrosse Eagles,Wisconsin Lacrosse Eagles,Eagles,ncaaf,team://ncaa_football/wisconsin_lacrosse_eagles,/ncaa_football/wisconsin_lacrosse_eagles
Wisconsin Lutheran Warriors,Wisconsin Lutheran Warriors,Warriors,ncaaf,team://ncaa_football/wisconsin_lutheran_warriors,/ncaa_football/wisconsin_lutheran_warriors
Wisconsin Oshkosh Titans,Wisconsin Oshkosh Titans,Titans,ncaaf,team://ncaa_football/wisconsin_oshkosh_titans,/ncaa_football/wisconsin_oshkosh_titans
Wisconsin Platteville Pioneers,Wisconsin Platteville Pioneers,Pioneers,ncaaf,team://ncaa_football/wisconsin_platteville_pioneers,/ncaa_football/wisconsin_platteville_pioneers
Wisconsin River Falls Falcons,Wisconsin River Falls,Falcons,ncaaf,team://ncaa_football/wisconsin_river_falls_falcons,/ncaa_football/wisconsin_river_falls_falcons
Wisconsin Stevens Point Pointers,Wisconsin Stevens Point,Pointers,ncaaf,team://ncaa_football/wisconsin_stevens_point_pointers,/ncaa_football/wisconsin_stevens_point_pointers
Wisconsin Stout Blue Devils,Wisconsin Stout,Blue Devils,ncaaf,team://ncaa_football/wisconsin_stout_blue_devils,/ncaa_football/wisconsin_stout_blue_devils
Wisconsin Whitewater Warhawks,Wisconsin Whitewater,Warhawks,ncaaf,team://ncaa_football/wisconsin_whitewater_warhawks,/ncaa_football/wisconsin_whitewater_warhawks
Wittenberg Tigers,Wittenberg Tigers,Tigers,ncaaf,team://ncaa_football/wittenberg_tigers,/ncaa_football/wittenberg_tigers
Wofford Terriers,Wofford Terriers,Terriers,ncaaf,team://ncaa_football/wofford_terriers,/ncaa_football/wofford_terriers
Wooster,Wooster,,ncaaf,team://ncaa_football/wooster,/ncaa_football/wooster
Worcester St Lancers,Worcester St,Lancers,ncaaf,team://ncaa_football/worcester_st_lancers,/ncaa_football/worcester_st_lancers
Worcester Tech Engineers,Worcester Tech,Engineers,ncaaf,team://ncaa_football/worcester_tech_engineers,/ncaa_football/worcester_tech_engineers
WV St University,WV St University,,ncaaf,team://ncaa_football/wv_st_university,/ncaa_football/wv_st_university
WV Tech,WV Tech,,ncaaf,team://ncaa_football/wv_tech,/ncaa_football/wv_tech
WV Wesleyan,WV Wesleyan,,ncaaf,team://ncaa_football/wv_wesleyan,/ncaa_football/wv_wesleyan
Wyoming Cowboys,Wyoming,Cowboys,ncaaf,team://ncaa_football/wyoming_cowboys,/ncaa_football/wyoming_cowboys
Yale Bulldogs,Yale,Bulldogs,ncaaf,team://ncaa_football/yale_elis,/ncaa_football/yale_elis
Youngstown St Penguins,Youngstown St,Penguins,ncaaf,team://ncaa_football/youngstown_st_penguins,/ncaa_football/youngstown_st_penguins
Abilene Christian Wildcats,Abilene Christian ,Wildcats,ncaab, team://ncaa_basketball/abilene_christian_wildcats,/ncaa_basketball/abilene_christian_wildcats
Adams St Grizzlies,Adams St ,Grizzlies,ncaab, team://ncaa_basketball/adams_st_grizzlies,/ncaa_basketball/adams_st_grizzlies
Adelphi Panthers,Adelphi,Panthers,ncaab, team://ncaa_basketball/adelphi_panthers,/ncaa_basketball/adelphi_panthers
Adrian Bulldogs,Adrian,Bulldogs,ncaab, team://ncaa_basketball/adrian_bulldogs,/ncaa_basketball/adrian_bulldogs
Air Force Falcons,Air Force ,Falcons,ncaab, team://ncaa_basketball/air_force_falcons,/ncaa_basketball/air_force_falcons
Akron Zips,Akron,Zips,ncaab, team://ncaa_basketball/akron_zips,/ncaa_basketball/akron_zips
Alabama A&M Bulldogs,Alabama A&M ,Bulldogs,ncaab, team://ncaa_basketball/alabama_am_bulldogs,/ncaa_basketball/alabama_am_bulldogs
Alabama Crimson Tide,Alabama ,Crimson Tide,ncaab, team://ncaa_basketball/alabama_crimson_tide,/ncaa_basketball/alabama_crimson_tide
Alabama Huntsville Chargers,Alabama Huntsville ,Chargers,ncaab, team://ncaa_basketball/alabama_huntsville_chargers,/ncaa_basketball/alabama_huntsville_chargers
Alabama St Hornets,Alabama St ,Hornets,ncaab, team://ncaa_basketball/alabama_st_hornets,/ncaa_basketball/alabama_st_hornets
Albany Panthers,Albany,Panthers,ncaab, team://ncaa_basketball/albany_panthers,/ncaa_basketball/albany_panthers
Albany St GA Golden Rams,Albany St GA ,Golden Rams,ncaab, team://ncaa_basketball/albany_st_ga_golden_rams,/ncaa_basketball/albany_st_ga_golden_rams
Albertson Coyotes,Albertson,Coyotes,ncaab, team://ncaa_basketball/albertson_coyotes,/ncaa_basketball/albertson_coyotes
Albion Britons,Albion,Britons,ncaab, team://ncaa_basketball/albion_britons,/ncaa_basketball/albion_britons
Albright Lions,Albright,Lions,ncaab, team://ncaa_basketball/albright_lions,/ncaa_basketball/albright_lions
Alcorn St Braves,Alcorn St ,Braves,ncaab, team://ncaa_basketball/alcorn_st_braves,/ncaa_basketball/alcorn_st_braves
Alderson Brodus Battlers,Alderson Brodus ,Battlers,ncaab, team://ncaa_basketball/alderson_brodus_battlers,/ncaa_basketball/alderson_brodus_battlers
Alfred Saxons,Alfred,Saxons,ncaab, team://ncaa_basketball/alfred_saxons,/ncaa_basketball/alfred_saxons
Alice Lloyd Eagles,Alice Lloyd ,Eagles,ncaab, team://ncaa_basketball/alice_lloyd_eagles,/ncaa_basketball/alice_lloyd_eagles
Allegheny Gators,Allegheny,Gators,ncaab, team://ncaa_basketball/allegheny_gators,/ncaa_basketball/allegheny_gators
Allentown,Allentown,Allentown,ncaab, team://ncaa_basketball/allentown,/ncaa_basketball/allentown
Allen University Yellow Jackets,Allen University ,Yellow Jackets,ncaab, team://ncaa_basketball/allen_university_yellow_jackets,/ncaa_basketball/allen_university_yellow_jackets
Alma Scots,Alma,Scots,ncaab, team://ncaa_basketball/alma_scots,/ncaa_basketball/alma_scots
Alvernia Crusaders,Alvernia,Crusaders,ncaab, team://ncaa_basketball/alvernia_crusaders,/ncaa_basketball/alvernia_crusaders
American International Yellow Jackets,American International ,Yellow Jackets,ncaab, team://ncaa_basketball/american_international_yellow_jackets,/ncaa_basketball/american_international_yellow_jackets
American University Eagles,American University ,Eagles,ncaab, team://ncaa_basketball/american_university_eagles,/ncaa_basketball/american_university_eagles
Amherst Lord Jeffs,Amherst Lord ,Jeffs,ncaab, team://ncaa_basketball/amherst_lord_jeffs,/ncaa_basketball/amherst_lord_jeffs
Anchorage Seawolves,Anchorage,Seawolves,ncaab, team://ncaa_basketball/anchorage_seawolves,/ncaa_basketball/anchorage_seawolves
Anderson IN Ravens,Anderson IN ,Ravens,ncaab, team://ncaa_basketball/anderson_in_ravens,/ncaa_basketball/anderson_in_ravens
Anderson SC Trojans,Anderson SC ,Trojans,ncaab, team://ncaa_basketball/anderson_sc_trojans,/ncaa_basketball/anderson_sc_trojans
Angelo St Rams,Angelo St ,Rams,ncaab, team://ncaa_basketball/angelo_st_rams,/ncaa_basketball/angelo_st_rams
Appalachian St Mountaineers,Appalachian St ,Mountaineers,ncaab, team://ncaa_basketball/appalachian_st_mountaineers,/ncaa_basketball/appalachian_st_mountaineers
Apprentice,Apprentice,Apprentice,ncaab, team://ncaa_basketball/apprentice,/ncaa_basketball/apprentice
Aquinas Saints,Aquinas,Saints,ncaab, team://ncaa_basketball/aquinas_saints,/ncaa_basketball/aquinas_saints
Arizona St Sun Devils,Arizona St ,Sun Devils,ncaab, team://ncaa_basketball/arizona_st_sun_devils,/ncaa_basketball/arizona_st_sun_devils
Arizona Wildcats,Arizona,Wildcats,ncaab, team://ncaa_basketball/arizona_wildcats,/ncaa_basketball/arizona_wildcats
Arkansas Baptist,Arkansas,Baptist,ncaab, team://ncaa_basketball/arkansas_baptist,/ncaa_basketball/arkansas_baptist
Arkansas College,Arkansas,College,ncaab, team://ncaa_basketball/arkansas_college,/ncaa_basketball/arkansas_college
Arkansas Monticello Boll Weevils,Arkansas Monticello ,Boll Weevils,ncaab, team://ncaa_basketball/arkansas_monticello_boll_weevils,/ncaa_basketball/arkansas_monticello_boll_weevils
Arkansas-Pine Bluff Golden Lions,Arkansas-Pine Bluff ,Golden Lions,ncaab, team://ncaa_basketball/arkansas_pine_bluff_golden_lions,/ncaa_basketball/arkansas_pine_bluff_golden_lions
Arkansas Razorbacks,Arkansas,Razorbacks,ncaab, team://ncaa_basketball/arkansas_razorbacks,/ncaa_basketball/arkansas_razorbacks
Arkansas St Red Wolves,Arkansas St ,Red Wolves,ncaab, team://ncaa_basketball/arkansas_st_red_wolves,/ncaa_basketball/arkansas_st_red_wolves
Arkansas Tech Golden Suns,Arkansas Tech ,Golden Suns,ncaab, team://ncaa_basketball/arkansas_tech_golden_suns,/ncaa_basketball/arkansas_tech_golden_suns
Armstrong St Pirates,Armstrong St ,Pirates,ncaab, team://ncaa_basketball/armstrong_st_pirates,/ncaa_basketball/armstrong_st_pirates
Army Black Knights,Army ,Black Knights,ncaab, team://ncaa_basketball/army_black_knights,/ncaa_basketball/army_black_knights
Asbury Eagles,Asbury,Eagles,ncaab, team://ncaa_basketball/asbury_eagles,/ncaa_basketball/asbury_eagles
Ashland Eagles,Ashland,Eagles,ncaab, team://ncaa_basketball/ashland_eagles,/ncaa_basketball/ashland_eagles
Assumption Greyhounds,Assumption,Greyhounds,ncaab, team://ncaa_basketball/assumption_greyhounds,/ncaa_basketball/assumption_greyhounds
